renamed_var,renamed_col,original_col,wave,question_wording,wording_source
q_party_id_other,q_party_id_other_raw,Q52_TEXT,2,NA,NA
q_party_id_other,q_party_id_other_raw,Q52_TEXT,3,NA,NA
q_party_id_other_fra,q_party_id_other_fra_raw,Q57_TEXT,2,NA,NA
q_people_incompetent,q_people_incompetent_raw,Q23_6,2,Please indicate how much you agree with each of the following statements. - Ordinary people don’t know what policies are good for them.,United Kingdom
q_people_incompetent,q_people_incompetent_raw,Q37_6,3,Please indicate how much you agree with each of the following statements. - Ordinary people don’t know what policies are good for them.,United Kingdom
q_people_incompetent_fra,q_people_incompetent_fra_raw,Q37_6,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Le citoyen lambda ne sait pas quelles politiques sont bonnes pour lui.,France
q_pol_agriculture,q_pol_agriculture_raw,Q151_6,1,What is your position on each of the following issues? - Agriculture: Extending subsidies for agriculture and farmers even at the cost of economic efficiency,United Kingdom
q_pol_environment,q_pol_environment_raw,Q151_4,1,What is your position on each of the following issues? - Environment and energy : Supporting environmental protection even at the cost of economic growth,United Kingdom
q_pol_immigration,q_pol_immigration_raw,Q151_3,1,What is your position on each of the following issues? - Asylum and Immigration: Restrictive policy on asylum seekers and immigration,United Kingdom
q_pol_market,q_pol_market_raw,Q151_1,1,What is your position on each of the following issues? - Market regulation and competition: Governments intervening in the economy,United Kingdom
q_pol_security,q_pol_security_raw,Q151_2,1,What is your position on each of the following issues? - Security and defense policy: Increasing military spending to strengthen the security and defense,United Kingdom
q_pol_trade,q_pol_trade_raw,Q151_5,1,What is your position on each of the following issues? - Trade policy: Extending or maintaining tariffs to protect internal markets,United Kingdom
q_policy_comp_eu_natgov,q_policy_comp_eu_natgov_raw,Q8,1,"Please think about the above issues the EU deals with. 
Generally speaking, would you personally like to see the European Union make more decisions or on the contrary national governments make more decisions?",United Kingdom
q_policy_comp_pos_agriculture,q_policy_comp_pos_agriculture_raw,Q25_6,1,"People have different views on the following policy areas  that the EU currently deals with.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Agriculture: Whether subsidies to protect agriculture and farmers should be reduced",United Kingdom
q_policy_comp_pos_environment,q_policy_comp_pos_environment_raw,Q25_4,1,"People have different views on the following policy areas  that the EU currently deals with.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Environment and energy: Whether policies to protect the environment should be encouraged even at the cost of economic growth",United Kingdom
q_policy_comp_pos_immigration,q_policy_comp_pos_immigration_raw,Q25_3,1,"People have different views on the following policy areas  that the EU currently deals with.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Asylum and Immigration: Whether policies for asylum seekers and immigrants should be more restrictive",United Kingdom
q_policy_comp_pos_market,q_policy_comp_pos_market_raw,Q25_1,1,"People have different views on the following policy areas  that the EU currently deals with.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Market regulation and competition: Whether governments should intervene in the economy",United Kingdom
q_policy_comp_pos_security,q_policy_comp_pos_security_raw,Q25_2,1,"People have different views on the following policy areas  that the EU currently deals with.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Security and defense policy: Whether military spending and armament should be increased",United Kingdom
q_policy_comp_pos_trade,q_policy_comp_pos_trade_raw,Q25_5,1,"People have different views on the following policy areas  that the EU currently deals with.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Trade policy: Whether tariffs should be extended to protect the internal market",United Kingdom
q_policy_comp_val_agriculture,q_policy_comp_val_agriculture_raw,Q7_6,1,"The EU currently deals with the following policy areas.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Agriculture: Improving a stable food supply, food quality, and living standards for farmers",United Kingdom
q_policy_comp_val_environment,q_policy_comp_val_environment_raw,Q7_4,1,"The EU currently deals with the following policy areas.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Environment and energy: Protecting the environment and securing energy supply",United Kingdom
q_policy_comp_val_immigration,q_policy_comp_val_immigration_raw,Q7_3,1,"The EU currently deals with the following policy areas.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Asylum and Immigration: Improving asylum and immigration procedures",United Kingdom
q_policy_comp_val_market,q_policy_comp_val_market_raw,Q7_1,1,"The EU currently deals with the following policy areas.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Market regulation and competition: Ensuring competitiveness and innovation",United Kingdom
q_policy_comp_val_security,q_policy_comp_val_security_raw,Q7_2,1,"The EU currently deals with the following policy areas.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Security and defense policy: Promoting peace and international security",United Kingdom
q_policy_comp_val_trade,q_policy_comp_val_trade_raw,Q7_5,1,"The EU currently deals with the following policy areas.
For each of the following areas, would you personally like to see the European Union (EU) play a more important role or on the contrary national governments play a more important role? - Trade policy: Ensuring fair and open trade",United Kingdom
q_pop_citizen,q_pop_citizen_raw,Q60_4,1,Please indicate how much you agree with each of the following statements. Please take the previous information about the EU into account in your decision. - I would rather be represented by a citizen than by a specialized politician.,United Kingdom
q_pop_citizen,q_pop_citizen_raw,Q22_3,2,Please indicate how much you agree with each of the following statements. - I would rather be represented by a citizen than by a specialized politician.,United Kingdom
q_pop_citizen,q_pop_citizen_raw,Q36_3,3,Please indicate how much you agree with each of the following statements. - I would rather be represented by a citizen than by a specialized politician.,United Kingdom
q_pop_citizen_fra,q_pop_citizen_fra_raw,Q36_3,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Je préférerais être représenté(e) par un(e) citoyen(ne) que par un(e) politicien(ne) spécialisé(e).,France
q_pop_compromise,q_pop_compromise_raw,Q60_7,1,"Please indicate how much you agree with each of the following statements. Please take the previous information about the EU into account in your decision. - What people call ""compromise"" in politics is really just selling out on one's principles.",United Kingdom
q_pop_compromise,q_pop_compromise_raw,Q22_6,2,"Please indicate how much you agree with each of the following statements. - What people call ""compromise"" in politics is really just selling out on one's principles.",United Kingdom
q_pop_compromise,q_pop_compromise_raw,Q36_6,3,"Please indicate how much you agree with each of the following statements. - What people call ""compromise"" in politics is really just selling out on one's principles.",United Kingdom
q_pop_compromise_fra,q_pop_compromise_fra_raw,Q36_6,2,"Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Ce qu’on appelle le « compromis », en politique, est simplement le fait de renoncer à ses principes.",France
q_pop_elite,q_pop_elite_raw,Q60_3,1,Please indicate how much you agree with each of the following statements. Please take the previous information about the EU into account in your decision. - The political differences between the elite and the people are larger than the differences among the people.,United Kingdom
q_pop_goodevil,q_pop_goodevil_raw,Q60_6,1,Please indicate how much you agree with each of the following statements. Please take the previous information about the EU into account in your decision. - Politics is ultimately a struggle between good and evil.,United Kingdom
q_pop_goodevil,q_pop_goodevil_raw,Q22_5,2,Please indicate how much you agree with each of the following statements. - Politics is ultimately a struggle between good and evil.,United Kingdom
q_pop_goodevil,q_pop_goodevil_raw,Q36_5,3,Please indicate how much you agree with each of the following statements. - Politics is ultimately a struggle between good and evil.,United Kingdom
q_pop_goodevil_fra,q_pop_goodevil_fra_raw,Q36_5,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - La politique est en fin de compte une lutte entre le bien et le mal.,France
q_pop_people,q_pop_people_raw,Q60_2,1,"Please indicate how much you agree with each of the following statements. Please take the previous information about the EU into account in your decision. - The people, and not politicians, should make our most important policy decisions.",United Kingdom
q_pop_people,q_pop_people_raw,Q22_2,2,"Please indicate how much you agree with each of the following statements. - The people, and not politicians, should make our most important policy decisions.",United Kingdom
q_pop_people,q_pop_people_raw,Q36_2,3,"Please indicate how much you agree with each of the following statements. - The people, and not politicians, should make our most important policy decisions.",United Kingdom
q_pop_people_fra,q_pop_people_fra_raw,Q36_2,2,"Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - La population, et non les politiciens, devrait prendre nos décisions politiques les plus importantes.",France
q_pop_reps,q_pop_reps_raw,Q60_5,1,Please indicate how much you agree with each of the following statements. Please take the previous information about the EU into account in your decision. - Elected officials talk too much and take too little action.,United Kingdom
q_pop_reps,q_pop_reps_raw,Q22_4,2,Please indicate how much you agree with each of the following statements. - Elected officials talk too much and take too little action.,United Kingdom
q_pop_reps,q_pop_reps_raw,Q36_4,3,Please indicate how much you agree with each of the following statements. - Elected officials talk too much and take too little action.,United Kingdom
q_pop_reps_fra,q_pop_reps_fra_raw,Q36_4,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Les élus parlent trop et n’agissent pas assez.,France
q_pop_will,q_pop_will_raw,Q60_1,1,Please indicate how much you agree with each of the following statements. Please take the previous information about the EU into account in your decision. - The politicians should follow the will of the people.,United Kingdom
q_pop_will,q_pop_will_raw,Q22_1,2,Please indicate how much you agree with each of the following statements. - The politicians should follow the will of the people.,United Kingdom
q_pop_will,q_pop_will_raw,Q36_1,3,Please indicate how much you agree with each of the following statements. - The politicians should follow the will of the people.,United Kingdom
q_pop_will_fra,q_pop_will_fra_raw,Q36_1,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Les politiciens devraient suivre la volonté de la population.,France
q_postal_code,q_postal_code_raw,Q245,2,"Please indicate some information we need for statistical purposes. 
What is your postal code?",United Kingdom
q_postal_code,q_postal_code_raw,Q245,3,"Please indicate some information we need for statistical purposes. 
What is your postal code?",United Kingdom
q_region,q_region,Q246,2,Region,United Kingdom
q_region,q_region,Q246,3,Region,United Kingdom
q_religion,q_religion_raw,Q6,2,Do you consider yourself to be…?,United Kingdom
q_religion,q_religion_raw,Q6,3,Do you consider yourself to be…?,United Kingdom
q_religion_other,q_religion_other_raw,Q6_TEXT,2,NA,NA
q_religion_other,q_religion_other_raw,Q6_TEXT,3,NA,NA
q_resp_verif,q_resp_verif_raw,Q70,1,"In the previous screen, we read about the EU and its decisions. Please indicate all the correct option(s).",United Kingdom
q_risk_taking,q_risk_taking,Q227,2,"Please tell me, in general, how willing or unwilling you are to take risks.  
Please use a scale from 1 to 7, where 1 means you are ”completely unwilling to take risks” and a 7 means you are ”very willing to take risks”. You can also use any numbers between 1 and 11 to indicate where you fall on the scale.",United Kingdom
q_risk_taking,q_risk_taking,Q234,3,"Please tell me, in general, how willing or unwilling you are to take risks.  
Please use a scale from 1 to 7, where 1 means you are ”completely unwilling to take risks” and a 7 means you are ”very willing to take risks”. You can also use any numbers between 1 and 11 to indicate where you fall on the scale.",United Kingdom
q_risk_taking_fra,q_risk_taking_fra_raw,Q234,2,"Veuillez indiquer dans quelle mesure vous êtes disposé(e) ou non à prendre des risques de manière générale.  
Veuillez utiliser une échelle allant de 1 à 7, où 1 signifie que vous n'êtes « pas du tout disposé(e) à prendre des risques » et 7 que vous êtes « tout à fait disposé(e) à prendre des risques ». Vous pouvez également utiliser les valeurs comprises entre 1 et 7 pour nuancer votre avis..",France
q_rural_urban,q_rural_urban_raw,Q244,2,Would you say you live in a...?,United Kingdom
q_rural_urban,q_rural_urban_raw,Q244,3,Would you say you live in a...?,United Kingdom
q_satis_demo_eu,q_satis_demo_eu_raw,Q217_2,2,"On the whole, are you very satisfied, fairly satisfied, not very satisfied or not at all satisfied with the way democracy works in the United Kingdom? 
And how about the way democracy works in the EU? - In the European Union",United Kingdom
q_satis_demo_eu,q_satis_demo_eu_raw,Q221_2,3,"On the whole, are you very satisfied, fairly satisfied, not very satisfied or not at all satisfied with the way democracy works in the United Kingdom? 
And how about the way democracy works in the EU? - In the European Union",United Kingdom
q_satis_demo_eu_fra,q_satis_demo_eu_fra_raw,Q221_2,2,"Dans l'ensemble, êtes-vous très satisfait(e), plutôt satisfait(e), plutôt pas satisfait(e) ou pas du tout satisfait(e) du fonctionnement de la démocratie en la France?  
Et du fonctionnement de la démocratie dans l'Union européenne? - Dans l'Union européenne",France
q_satis_demo_nat,q_satis_demo_nat_raw,Q217_1,2,"On the whole, are you very satisfied, fairly satisfied, not very satisfied or not at all satisfied with the way democracy works in the United Kingdom? 
And how about the way democracy works in the EU? - In the United Kingdom",United Kingdom
q_satis_demo_nat,q_satis_demo_nat_raw,Q221_1,3,"On the whole, are you very satisfied, fairly satisfied, not very satisfied or not at all satisfied with the way democracy works in the United Kingdom? 
And how about the way democracy works in the EU? - In the United Kingdom",United Kingdom
q_satis_demo_nat_fra,q_satis_demo_nat_fra_raw,Q221_1,2,"Dans l'ensemble, êtes-vous très satisfait(e), plutôt satisfait(e), plutôt pas satisfait(e) ou pas du tout satisfait(e) du fonctionnement de la démocratie en la France?  
Et du fonctionnement de la démocratie dans l'Union européenne? - En France",France
q_tech_experts,q_tech_experts_raw,Q23_3,2,Please indicate how much you agree with each of the following statements. - Our country would run better if political decisions were left up to experts instead of politicians and citizens.,United Kingdom
q_tech_experts,q_tech_experts_raw,Q37_3,3,Please indicate how much you agree with each of the following statements. - Our country would run better if political decisions were left up to experts instead of politicians and citizens.,United Kingdom
q_tech_experts_fra,q_tech_experts_fra_raw,Q37_3,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Notre pays fonctionnerait mieux si les décisions politiques étaient laissées aux experts plutôt qu'aux hommes politiques et aux citoyens.,France
q_tech_leaders,q_tech_leaders_raw,Q23_4,2,Please indicate how much you agree with each of the following statements. - The leaders of our country should be more educated and skilled than ordinary citizens.,United Kingdom
q_tech_leaders,q_tech_leaders_raw,Q37_4,3,Please indicate how much you agree with each of the following statements. - The leaders of our country should be more educated and skilled than ordinary citizens.,United Kingdom
q_tech_leaders_fra,q_tech_leaders_fra_raw,Q37_4,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Les dirigeants de notre pays devraient être plus instruits et plus compétents que les citoyens ordinaires.,France
q_thermo_1,q_thermo_1_raw,q_thermo_1_raw,2,NA,NA
q_thermo_1,q_thermo_1_raw,q_thermo_1_raw,3,NA,NA
q_thermo_2,q_thermo_2_raw,q_thermo_2_raw,2,NA,NA
q_thermo_2,q_thermo_2_raw,q_thermo_2_raw,3,NA,NA
q_thermo_3,q_thermo_3_raw,q_thermo_3_raw,2,NA,NA
q_thermo_3,q_thermo_3_raw,q_thermo_3_raw,3,NA,NA
q_thermo_4,q_thermo_4_raw,q_thermo_4_raw,2,NA,NA
q_thermo_4,q_thermo_4_raw,q_thermo_4_raw,3,NA,NA
q_thermo_5,q_thermo_5_raw,q_thermo_5_raw,2,NA,NA
q_thermo_5,q_thermo_5_raw,q_thermo_5_raw,3,NA,NA
q_thermo_6,q_thermo_6_raw,q_thermo_6_raw,2,NA,NA
q_thermo_6,q_thermo_6_raw,q_thermo_6_raw,3,NA,NA
q_verif,q_verif_raw,Q8,2,"We appreciate your participation in this survey. We value your time and effort. However, we have to make sure that our data are valid and accurate. Specifically, we are interested in whether you actually take the time to read instructions closely; if not, our data based on your responses will be invalid. In order to demonstrate that you have read instructions, please ignore the next question, and simply write ""I read the instructions"" in the box labeled ""Others"". Thank you very much.
Where would you place YOURSELF on this scale? - Selected Choice",United Kingdom
q_verif2,q_verif2_raw,Q8_TEXT,2,NA,NA
q_vote_choice_ep2014_fra,q_vote_choice_ep2014_fra_raw,Q56,2,"Cette question concerne les précédentes élections européennes s'étant tenues il y a 5 ans. 
Pour quel parti avez-vous voté lors des précédentes élections européennes en 2014? - Selected Choice",France
q_vote_choice_ep2014_other_fra,q_vote_choice_ep2014_other_fra_raw,Q56_TEXT,2,NA,NA
q_vote_choice_hypo,q_vote_choice_hypo_raw,Q46,2,"Just assuming you were going to vote in the election, which party would you vote for? - Selected Choice",United Kingdom
q_vote_choice_hypo,q_vote_choice_hypo_raw,Q55,3,"Just assuming you had voted in the election, which party would you have voted for? - Selected Choice",United Kingdom
q_vote_choice_hypo_fra,q_vote_choice_hypo_fra_raw,Q55,2,"En imaginant que vous ayez voté lors de ces élections, pour quel parti auriez-vous voté? - Selected Choice",France
q_vote_choice_hypo_other,q_vote_choice_hypo_other_raw,Q46_TEXT,2,NA,NA
q_vote_choice_hypo_other,q_vote_choice_hypo_other_raw,Q55_TEXT,3,NA,NA
q_vote_choice_hypo_other_fra,q_vote_choice_hypo_other_fra_raw,Q55_TEXT,2,NA,NA
q_vote_choice_intended,q_vote_choice_intended_raw,Q45,2,Which party will you vote for in this election? - Selected Choice,United Kingdom
q_vote_choice_intended_other,q_vote_choice_intended_other_raw,Q45_TEXT,2,NA,NA
q_vote_choice_past,q_vote_choice_past_raw,Q44,2,Which party did you vote for in this election? - Selected Choice,United Kingdom
q_vote_choice_past,q_vote_choice_past_raw,Q54,3,Which party did you vote for in this election? - Selected Choice,United Kingdom
q_vote_choice_past2014,q_vote_choice_past2014_raw,Q51,2,"This question is about the previous European Parliament elections that were held five years ago. 
Which party did you vote for in the previous European Parliament elections in 2014? - Selected Choice",United Kingdom
q_vote_choice_past2014,q_vote_choice_past2014_raw,Q56,3,"This question is about the previous European Parliament elections that were held five years ago. 
Which party did you vote for in the previous European Parliament elections in 2014? - Selected Choice",United Kingdom
q_vote_choice_past2014_other,q_vote_choice_past2014_other_raw,Q51_TEXT,2,NA,NA
q_vote_choice_past2014_other,q_vote_choice_past2014_other_raw,Q56_TEXT,3,NA,NA
q_vote_choice_past_fra,q_vote_choice_past_fra_raw,Q54,2,Pour quel parti avez-vous voté lors de ces élections ? - Selected Choice,France
q_vote_choice_past_other,q_vote_choice_past_other_raw,Q44_TEXT,2,NA,NA
q_vote_choice_past_other,q_vote_choice_past_other_raw,Q54_TEXT,3,NA,NA
q_vote_choice_past_other_fra,q_vote_choice_past_other_fra_raw,Q54_TEXT,2,NA,NA
q_vote_eu_2014,q_vote_eu_2014_raw,Q158,1,"The European Parliament elections were held on the 22nd May 2014. For one reason or another, some people in the UK did not vote in these elections. Did you vote in the recent European Parliament elections?",United Kingdom
q_vote_eu_2014_rec,q_vote_eu_2014_rec_raw,Q159,1,Which party did you vote for in the European Parliament elections? - Selected Choice,United Kingdom
q_vote_eu_2014_rec_text,q_vote_eu_2014_rec_text_raw,Q159_TEXT,1,NA,NA
q_vote_exp_rank_party_1,q_vote_exp_rank_party_1_raw,q_vote_exp_rank_party_1_raw,2,NA,NA
q_vote_exp_rank_party_2,q_vote_exp_rank_party_2_raw,q_vote_exp_rank_party_2_raw,2,NA,NA
q_vote_exp_rank_party_3,q_vote_exp_rank_party_3_raw,q_vote_exp_rank_party_3_raw,2,NA,NA
q_vote_exp_rank_party_4,q_vote_exp_rank_party_4_raw,q_vote_exp_rank_party_4_raw,2,NA,NA
q_vote_exp_rank_party_5,q_vote_exp_rank_party_5_raw,q_vote_exp_rank_party_5_raw,2,NA,NA
q_vote_exp_rank_party_6,q_vote_exp_rank_party_6_raw,q_vote_exp_rank_party_6_raw,2,NA,NA
q_vote_turnout_confirm,q_vote_turnout_confirm_raw,Q43,2,"Just to be clear, we are recording that you already voted in the election that is scheduled to take place on Thursday, 23 May 2019. Is that right?",United Kingdom
q_vote_turnout_likelihood,q_vote_turnout_likelihood_raw,Q42,2,"On Thursday, 23 May 2019, the European election takes place. All citizens of the European Union elect the members of the European Parliament. 
While a lot of people vote, others do not manage to vote or do not participate in elections for other reasons. How likely is it that you will vote in the upcoming election?",United Kingdom
q_vote_turnout_likelihood,q_vote_turnout_likelihood_raw,Q53,3,"European Parliament elections were held on Thursday, 23 May 2019. For one reason or another, some people in the UK did not vote in these elections. A lot of people were not able to vote because they were sick, or they just didn't have time.
Which of the following statements best describes you?",United Kingdom
q_vote_turnout_reason_fra,q_vote_turnout_reason_fra_raw,Q53,2,"Les élections européennes ont eu lieu le 26 mai 2019. Pour différentes raisons, certaines personnes en la France n'ont pas voté à ces élections. Beaucoup de citoyens n'ont pas pu voter parce qu'ils étaient malades ou qu'ils n'avaient tout simplement pas le temps.
 Laquelle des affirmations suivantes s'applique le mieux à vous ?",France
